article,user,date,comment,llm_output,weaponised,year,user_type
Epiphanius I of Ukraine,Laurel Lodged,2018-12-22T16:49:57Z,confusing academic titles eliminated. Retain main ones.,"Changed ""is the elected primate of"" to ""is the primate of"" and rephrased the introduction of Metropolitan Epiphanius, removing the term ""elected"". 

Not Weaponised – The changes focus on simplifying the language and clarifying titles without introducing any politically charged or weaponised narratives related to cultural heritage.",Not Weaponised,2018,Registered
Epiphanius I of Ukraine,Khajidha,2018-12-22T18:30:16Z,Khajidha moved page [[Epiphanius I (Metropolitan of Kyiv)]] to [[Epiphanius I (Metropolitan of Kiev)]] over redirect: general English form,"No changes made. 

Weaponised: Not Weaponised. The revision is a simple page move for clarity in naming without any loaded language or implications regarding cultural heritage.",Weaponised,2018,Registered
Epiphanius I of Ukraine,Yaroself,2018-12-22T15:13:39Z,,"Changed ""Kiev"" to ""Kyiv"".

Not Weaponised – The change reflects the correct transliteration of the city's name in Ukrainian, which is a standard practice in promoting accurate cultural representation.",Not Weaponised,2018,Registered
Epiphanius I of Ukraine,Laurel Lodged,2018-12-22T17:04:23Z,wikilink Academy,"Changed the wikilink for ""Kyiv Orthodox Theological Academy"" to a different format.

Not Weaponised. The change is a technical adjustment to the link format and does not introduce any weaponised language or narratives.",Not Weaponised,2018,Registered
Epiphanius I of Ukraine,Veverve,2019-01-05T01:03:55Z,,"The change made in this revision is the addition of a language link to the Kiev Orthodox Theological Academy, changing the text from ""Kiev Orthodox Theological Academy"" to ""Kiev Orthodox Theological Academy ([[:uk:Київська православна богословська академія|uk]])"". 

Not Weaponised. The change is a technical edit to improve accessibility and does not carry any political or cultural implications.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-01-06T11:09:39Z,/* Reception of the tomos of autocephaly */,"Added a description of the event where Patriarch Bartholomew read the 'tomos' of autocephaly and presented it to Metropolitan Epiphanius.

Not Weaponised. The addition provides factual information about a religious event without employing language that could be seen as politically charged or weaponizing cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,2601:181:4600:1708:355E:7B1D:D978:D279,2019-01-06T16:26:47Z,/* Academic and social activities */,"Rephrased a sentence regarding Epiphanius's publications from ""in particular several [[monographs]] in the domain of Orthodox theology"" to ""particularly several [[monographs]] about Orthodox theology.""

Not Weaponised. The change is a minor rephrasing that does not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,2001:E68:60F6:BD01:1DFB:6A47:26F0:3C0F,2019-01-07T02:13:47Z,/* Ministry */,"Rephrased a sentence for clarity by adjusting the formatting of the name ""Archbishop Dimitriy"" and its associated link.

Not Weaponised – The change is a minor formatting adjustment that does not introduce any politically charged language or narratives related to cultural heritage.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Veverve,2019-01-05T20:24:32Z,,"**Added** a section titled ""Refusal to commemorate the Patriarch of Moscow"" and ""Reception of the tomos of autocephaly,"" which includes details about Metropolitan Epiphanius' actions and statements regarding the Patriarch of Moscow and the signing of the tomos of autocephaly.

**Weaponised**. The addition of these sections emphasizes the political and religious tensions between Ukraine and Russia, particularly in the context of the Orthodox Church, which can be seen as a narrative that reinforces Ukrainian identity and resistance against perceived Russian influence.",Weaponised,2019,Registered
Epiphanius I of Ukraine,Werldwayd,2019-01-07T15:22:21Z,/* Refusal to commemorate the Patriarch of Moscow */,"Removed a section titled ""Refusal to commemorate the Patriarch of Moscow"" and its associated content.

Not Weaponised. The change appears to be a removal of a specific section rather than an addition or alteration that could promote a particular narrative or perspective regarding cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,2601:181:4600:1708:355E:7B1D:D978:D279,2019-01-06T16:26:02Z,/* Primate of the Ukrainian Orthodox Church */,"The change made in this revision is the replacement of the term ""mass"" with ""Divine Liturgy"" in the context of Metropolitan Epiphanius' first liturgy, as well as similar changes in subsequent references to the liturgy. 

**Change Description:** Replaced ""mass"" with ""Divine Liturgy"" in multiple instances.

**Weaponised or Not Weaponised:** Not Weaponised. The change appears to be a clarification of terminology specific to the Orthodox Christian context, rather than an attempt to manipulate cultural narratives or heritage.",Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Veverve,2019-01-08T19:40:58Z,/* Reception of the tomos of autocephaly */,"Added an image link of Ecumenical Patriarch Bartholomew handing the tomos of autocephaly to Metropolitan Epiphanius.

Not Weaponised. The addition of the image link serves to enhance the informational content of the article without introducing any politically charged language or narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-01-15T00:33:31Z,,"Changed the section title from ""Refusal to commemorate the Patriarch of Moscow"" to ""Commemoration of the Patriarch of Moscow"".

Not Weaponised. The change in title appears to be a neutral rephrasing that does not introduce any weaponised language or narratives. It simply reflects a different perspective on the act of commemoration without implying a negative connotation.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-01-13T00:27:50Z,,"Changed formatting of previous post entries by adding line breaks. 

Not Weaponised. The changes are purely structural and do not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-01-16T23:26:28Z,/* Reception of the tomos of autocephaly */,"Added context about the tomos of autocephaly, specifically mentioning its return to Istanbul for signing and its subsequent return to Ukraine.

Not Weaponised – The changes provide factual information about the tomos of autocephaly without employing language that could be seen as politically charged or weaponizing cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,47.20.191.200,2019-01-28T03:19:37Z,/* Reception of the tomos of autocephaly */ added missing period at end of sentence,"Change: Added a missing period at the end of a sentence.

Weaponised: Not Weaponised. The change is purely grammatical and does not introduce any cultural or political narratives that could be considered weaponisation.",Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Materialscientist,2019-01-23T09:27:24Z,Reverted edits by [[Special:Contribs/115.132.14.71|115.132.14.71]] ([[User talk:115.132.14.71|talk]]) to last version by A.h. king,"The change involves the following: ""Rephrased previous_post details and adjusted dates for various positions held by the individual.""

Not Weaponised. The changes appear to be factual corrections and rephrasing for clarity without introducing any politically charged language or narratives that could be seen as weaponising cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-02-03T22:02:50Z,/* References */,"The change made is the addition of several references and external links related to the enthronement of Epiphanius, including a video of the ceremony.

Weaponised: Not Weaponised. The additions provide factual information and references about a religious event without promoting a specific narrative or agenda that could be considered weaponisation of cultural heritage.",Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-02-08T22:52:27Z,/* Enthronement */,"The change made in this revision is the addition of text regarding the enthronement of Epiphany, including details about the planned date and the first synod of the OCU. 

**Added details about the enthronement of Epiphany and the first synod of the OCU.**

Not Weaponised. The content primarily provides factual information about the events surrounding the enthronement and does not employ language that could be interpreted as weaponising cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Bartholomite,2019-03-12T00:12:11Z,,"Changed the title format for Metropolitan Epiphanius, adjusting the native name presentation and rephrasing some biographical details for clarity.

Not Weaponised – The changes are primarily formatting and clarification of biographical information without introducing any politically charged language or narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,115.132.14.71,2019-01-23T05:48:20Z,/* Ministry */,"The change made in this revision is the removal of certain formatting elements, specifically the addition and removal of commas and the removal of brackets around the term ""Rivne Orthodox"". 

**Removed Y**: The brackets around ""Rivne Orthodox"" were removed, and commas were added or removed in various sentences for clarity.

**Rephrased Z**: Some phrases were slightly restructured for grammatical correctness, such as ""Since the academic year 2007"" to ""Since the academic year of 2007"".

Notably, the content remains focused on the biography of a religious figure without introducing any politically charged language or narratives.

**Not Weaponised**: The changes are primarily grammatical and stylistic, lacking any elements that could be interpreted as weaponising cultural heritage.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Veverve,2019-03-30T00:43:35Z,,"Changed the formatting of the text by removing a line break before the description of Metropolitan Epiphanius.

Not Weaponised – The change is purely structural and does not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-05-13T09:25:20Z,,"Changed the formatting of the link to the Kiev Orthodox Theological Academy from a direct link to an interlanguage link format.

Not Weaponised – The change is purely technical and does not introduce any cultural or political narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,98.27.17.189,2019-06-29T05:27:04Z,,"Changed the rank from ""Bishop"" to ""Metropolitan Bishop"".

Not Weaponised. The change is a straightforward update to a title without any loaded language or implications related to cultural heritage or conflict.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,WikiCleanerBot,2019-08-09T20:15:34Z,v2.01 - [[User:WikiCleanerBot#T5|Task 5 CW#90]] / [[WP:WCW]] project (Internal link written as an external link),"Removed an external link format for an image.

Not Weaponised. The change is a technical adjustment to the formatting of an image link and does not introduce or alter any narrative related to cultural heritage or conflict.",Not Weaponised,2019,Bot
Epiphanius I of Ukraine,Laurel Lodged,2019-11-17T21:54:42Z,Undid revision 926656134 by [[Special:Contributions/JacobKoc|JacobKoc]] ([[User talk:JacobKoc|talk]]) this is the English wiki,"The change made in this revision is the reformatting of the infobox for Metropolitan Epiphanius, specifically adjusting spacing and alignment of the fields (e.g., adding spaces around the equals sign). 

Not Weaponised. The changes are purely technical and do not alter the content or introduce any politically charged language.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-10-22T21:34:33Z,/* Orders */,"The change made in this revision is the addition of the phrase ""2019 Athenagoras Human Rights Award"" along with its references at the end of the article. 

Not Weaponised. The addition of this award does not contain any language that weaponizes cultural heritage or promotes a specific narrative; it simply provides factual information about an honor received by Metropolitan Epiphanius.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-12-23T13:12:27Z,,"Changed the formatting of the link to the ""National Union of Journalists of Ukraine"" to include an interlanguage link.

**Not Weaponised**: The change is purely a formatting adjustment for clarity and does not introduce any politically charged language or narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Rich Farmbrough,2019-10-29T12:19:22Z,Cite cleanup,"The change made in this revision is a series of formatting adjustments, specifically the removal of spaces and the addition of a space in the ""birth_place"" and ""previous_post"" fields, as well as minor rephrasing in the ""Conflict with Filaret"" section. 

**Removed spaces** in the ""birth_place"" and ""previous_post"" fields, and **rephrased** the introduction to the ""Conflict with Filaret"" section.

Not Weaponised. The changes are purely technical and do not alter the content's meaning or introduce any weaponisation of cultural heritage narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-12-23T13:08:06Z,/* Ministry */,"The change made is a rephrasing of certain phrases and the correction of formatting in the text. Specifically, the term ""Rivne Orthodox"" was changed to ""Rivne Orthodox"" with a different translation format, and the phrase ""with the blessing of Patriarch Filaret"" was restructured for clarity.

Not Weaponised. The changes appear to be editorial in nature, focusing on clarity and formatting rather than introducing any politically charged or weaponised language.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,JzG,2020-02-17T23:14:16Z,remove fake news / propaganda / unreliable,"Removed a section of text regarding the editorial board membership and the admission to the National Union of Journalists of Ukraine.

Not Weaponised – The change appears to be an effort to remove what the user describes as ""fake news / propaganda / unreliable"" content, which does not inherently weaponize cultural heritage.",Not Weaponised,2020,Registered
Epiphanius I of Ukraine,Monkbot,2019-10-13T12:45:25Z,[[User:Monkbot/task 16: remove replace deprecated dead-url params|Task 16]]: replaced (0×) / removed (43×) deprecated |dead-url= and |deadurl= with |url-status=;,"The change made in this revision is the removal of deprecated parameters `|dead-url=` and `|deadurl=` from multiple references and their replacement with `|url-status=`. 

**Weaponised**: The context of the article relates to the Orthodox Church of Ukraine and its leadership, which is a sensitive topic given the ongoing conflict between Ukraine and Russia. The removal of outdated parameters could be seen as an effort to ensure the accuracy and reliability of sources, which is crucial in discussions surrounding cultural heritage and religious identity in a politically charged environment. However, the specific change itself does not introduce weaponisation; it is a technical update. Thus, while the content is sensitive, the change is not inherently weaponised.",Weaponised,2019,Bot
Epiphanius I of Ukraine,InternetArchiveBot,2019-12-09T15:24:09Z,Rescuing 2 sources and tagging 0 as dead.) #IABot (v2.0,"The change involves the addition of archive URLs and status tags to references in the text. 

**Added archive URLs and status tags to references.**

Not Weaponised. The changes are technical in nature, aimed at improving the citation integrity of the article, and do not reflect any cultural or political narratives that could be weaponized.",Not Weaponised,2019,Bot
Epiphanius I of Ukraine,TheTexasNationalist99,2020-02-28T03:16:27Z,,"Changed the image and caption for Metropolitan Epiphanius from ""Epiphany I of the Ukraine in 2019.png"" to ""Митрополит Епифаний (Думенко).jpg"" and removed the caption text.

Not Weaponised. The changes appear to be a straightforward update of the image and its caption without any indication of a narrative shift or weaponisation of cultural heritage.",Not Weaponised,2020,Registered
2014 pro-Russian unrest in Ukraine,HOBOPOCC,2014-03-30T20:21:53Z,/* 30 March */ +,"Added a reference to a photo of pro-Russian activists marching in Odessa on March 30, 2014.

Not Weaponised. The addition of a photo reference does not inherently carry a narrative that weaponizes cultural heritage; it simply documents an event without promoting a specific ideological perspective.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Yulia Romero,2014-03-30T20:11:06Z,/* 30 March */  And fifteen hundred football supporters of [[FC Dnipro Dnipropetrovsk]] and [[FC Dynamo Kyiv]] held an Ukrainian unity march to the [[Dnipro-Arena]],"Change Description: Added a sentence about fifteen hundred football supporters of FC Dnipro Dnipropetrovsk and FC Dynamo Kyiv holding a Ukrainian unity march to the Dnipro-Arena.

Weaponised: Not Weaponised. The addition emphasizes a peaceful demonstration for unity, which does not inherently weaponize cultural heritage but rather reflects a social response to the ongoing conflict.",Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-03-31T01:29:28Z,"/* 30 March */ source says ""окупацію"" (okupatsiu), which is occupation","The change made is the addition of the phrase ""and demanded a Russian occupation"" in the context of a pro-Russia rally in Luhansk.

Weaponised: Not Weaponised. The term ""Russian occupation"" is a factual descriptor of the situation, but its inclusion here does not appear to be used in a way that promotes a specific narrative or incites hostility; rather, it reflects the demands of the rally participants.",Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-04-05T14:47:26Z,/* Pro-Russian activists arrested */,"The change involves the addition of a detailed account of an arrest by the SBU, including the seizure of weapons and the alleged intentions of the arrested group, along with a statement from the SBU press center. Additionally, a reference to pro-Russian organizations is included, which claims that other separatists have also been arrested and intimidated.

Weaponised

Justification: The language used emphasizes the actions of the SBU and frames the arrested individuals as a threat to public safety, which can be seen as a narrative that supports the Ukrainian government's stance against pro-Russian activists. The mention of ""armed seizure of power"" and ""intimidation of civilians"" can contribute to a narrative that demonizes the pro-Russian side, potentially weaponizing the cultural and political context of the situation.",Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Volunteer Marek,2014-04-07T13:38:35Z,/* 3 March */,"Changed the description of a pro-Russian group by adding that its leader is a former member of the neo-Nazi ""Russian National Unity"" party.

Weaponised: Not Weaponised. The addition of the term ""neo-Nazi"" provides context about the political affiliations of the group but does not inherently weaponize cultural heritage; it reflects a specific political narrative rather than a direct attack on cultural identity.",Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Cmoibenlepro,2014-04-07T13:56:49Z,/* 6 April */ add comma,"Change: Added a comma after ""In Kharkiv"".

Not Weaponised: The change is purely grammatical and does not alter the meaning or introduce any weaponised narratives related to cultural heritage.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-04-08T03:35:14Z,/* 7 April */,"Changed the phrasing of a sentence regarding the events in Kharkiv, specifically the addition of a detail about police regaining control of the RSA.

Not Weaponised. The change does not introduce any weaponisation terms or narratives; it simply adds a factual detail about the situation without altering the overall context or perspective.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-04-08T04:37:09Z,/* 8 April */ do unsupported claims by russia belong in the sequence of the protests? sounds like conspiracy junk. looking for second opinion but removing for now,"Removed claims regarding Russian concerns about Ukrainian army forces and alleged involvement of American military experts.

Not Weaponised – The removal of these claims appears to be an effort to eliminate unsupported or conspiratorial narratives rather than to promote a specific cultural or political agenda.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Yrisska,2014-04-08T04:28:50Z,/* Timeline of the events */,"Added a section detailing concerns about additional Ukrainian army forces and the involvement of American military experts.

Not Weaponised. The content primarily reflects a concern about military movements and does not employ weaponisation language or narratives that frame cultural heritage in a contentious manner.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Yrisska,2014-04-08T05:13:17Z,/* Gallery */,"Changed image file references by removing one and adding three new images related to pro-Russian protests in Ukraine.

Not Weaponised. The changes are purely technical, involving the addition and removal of image files without any accompanying narrative or language that could be interpreted as weaponising cultural heritage.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-04-08T23:49:26Z,"you want sources? read the article, this takes minimal effort","Added references to ""Russian activists and radicals"" and ""GRU"" (Main Intelligence Directorate of Russia).

Not Weaponised. The additions provide context about the involvement of Russian entities in the situation without employing overtly charged language or narratives that could be seen as weaponizing cultural heritage.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,RGloucester,2014-04-13T17:58:56Z,"Undid revision 604038077 by [[Special:Contributions/ArmijaDonetsk|ArmijaDonetsk]] ([[User talk:ArmijaDonetsk|talk]]) Undo red link, clear COI edit.","Removed ""Army of Southeast"" and replaced it with ""Army of Southeast"" (removal of a red link).

Not Weaponised. The change appears to be a technical edit to remove a red link and does not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2014,Registered
2014 pro-Russian unrest in Ukraine,Lvivske,2014-04-14T00:17:25Z,/* Timeline */ not sure where to put this but typing it now before i close the tab and forget about it,"Added a statement about the Ukrainian Interior Ministry creating a special police unit in response to pro-Russian riots and separatism.

Not Weaponised. The addition provides factual information regarding a governmental response to unrest without employing loaded language or narratives that could be seen as weaponizing cultural heritage.",Not Weaponised,2014,Registered
Epiphanius I of Ukraine,Martin m159,2018-12-31T13:13:54Z,,"Changed the formatting of the title by adding a line break between the English and Ukrainian versions.

Not Weaponised. The change is purely a formatting adjustment without any ideological implications or weaponisation of cultural heritage.",Not Weaponised,2018,Registered
Epiphanius I of Ukraine,Lantuszka,2018-12-31T02:42:27Z,minor tech,"Changed the date format from ""3 February 1979"" to ""[[3 February]] [[1979]]"".

Not Weaponised – The change is a minor formatting adjustment with no implications for cultural narratives or weaponisation.",Not Weaponised,2018,Registered
Epiphanius I of Ukraine,Veverve,2019-01-06T23:39:10Z,the picture used was erased,"Changed the image and caption for Metropolitan Epiphanius from a previous version to a new image and updated caption.

Not Weaponised. The changes are purely factual and pertain to the visual representation of a historical figure without any loaded language or implications related to cultural heritage weaponization.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,CommonsDelinker,2019-01-06T23:34:00Z,"Removing [[:c:File:Різдвяне_послання_митрополита_Київського_і_всієї_України_Епіфанія.jpg|Різдвяне_послання_митрополита_Київського_і_всієї_України_Епіфанія.jpg]], it has been deleted from Commons by [[:c:User:Sealle|Sealle]] because: false licensing, sourc","Removed the image reference ""Різдвяне послання митрополита Київського і всієї України Епіфанія.jpg"" due to its deletion from Commons for licensing issues.

Not Weaponised – The change is administrative, focusing on the removal of a non-compliant image rather than altering the narrative or introducing any politically charged language.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,98.27.17.189,2019-04-17T01:50:42Z,/* External links */,"Added a reference to ""S-rel"" in the succession box.

Not Weaponised. The change appears to be a technical addition related to the structure of the article and does not contain any language that could be interpreted as weaponising cultural heritage.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Khajidha,2019-03-17T18:27:40Z,/* Ministry */,"Changed ""was"" to ""has been"" in the phrase ""Since the academic year 2007 he was a teacher"" to ""Since the academic year 2007 he has been a teacher.""

Not Weaponised. The change is a grammatical update that does not introduce any weaponised language or narratives related to cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,WereSpielChequers,2019-04-12T19:50:37Z,"[[WP:AWB/T|Typo fixing]], replaced: of the of the  →  of the, [[WP:AWB/T|typo(s) fixed]]: Volodymyr’s → Volodymyr's","Changed ""Volodymyr’s"" to ""Volodymyr's"" and fixed a repeated phrase ""of the of the"" to ""of the"".

Not Weaponised – The changes are purely typographical corrections and do not alter the content or introduce any weaponised narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Dinkenfunkle,2019-03-30T06:50:47Z,/* Reception of the tomos of autocephaly */ fix single typo,"Rephrased a typo from ""officialy"" to ""officially"".

Not Weaponised – The change is a simple correction of a typographical error and does not alter the meaning or introduce any weaponised language.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2019-06-03T21:25:58Z,,"Changed the formatting of the name ""Metropolitan Epiphanius"" by adjusting the placement of a reference tag.

Not Weaponised – The change appears to be a formatting adjustment without any introduction of weaponised language or narratives related to cultural heritage.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,98.27.17.189,2019-06-29T05:28:26Z,,"Changed ""Metropolitan Bishop"" to ""Metropolitan bishop"".

Not Weaponised. The change is a minor grammatical adjustment that does not carry any cultural or political implications.",Not Weaponised,2019,Anonymous (IP)
Epiphanius I of Ukraine,Veverve,2019-10-22T21:43:58Z,,"Changed the transliteration of ""Митрополит Київський і всієї України"" to include the translation ""tr.: 'Epifaniy, Mytropolyt Kyyivs'kyy i vsiyeyi Ukrayiny'"".

Not Weaponised. The change is a clarification of the transliteration and does not introduce any weaponised language or narratives.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Veverve,2020-02-28T03:19:37Z,Undid revision 942984767 by [[Special:Contributions/TheTexasNationalist99|TheTexasNationalist99]] ([[User talk:TheTexasNationalist99|talk]]) the current picture is more recent,"Changed the image and caption for Metropolitan Epiphanius from ""Митрополит Епифаний (Думенко).jpg"" to ""Epiphany I of the Ukraine in 2019.png"" and updated the caption accordingly.

Not Weaponised. The change is a straightforward update of an image and caption without any loaded language or implications related to cultural heritage narratives.",Not Weaponised,2020,Registered
Epiphanius I of Ukraine,Antondimak,2020-09-04T21:37:06Z,"added [[Category:People from Ivanivka Raion, Odessa Oblast]] using [[WP:HC|HotCat]]","Added a category for ""People from Ivanivka Raion, Odessa Oblast"".

Not Weaponised – The change is a neutral addition of a category that does not contain any loaded language or narratives related to cultural heritage weaponisation.",Not Weaponised,2020,Registered
Epiphanius I of Ukraine,Veverve,2021-11-14T15:45:17Z,,"Changed the formatting of the term ""Epiphanios"" to be italicized.

Not Weaponised – The change is purely stylistic and does not introduce any politically charged language or narratives related to cultural heritage.",Not Weaponised,2021,Registered
Epiphanius I of Ukraine,Fixer88,2022-02-25T21:18:47Z,added text,"Changed the formatting of the birth place from ""Vovkove, Ivanivka Raion, Odessa Oblast"" to ""Vovkove, Odessa Oblast, Ivanivka Raion"".

Not Weaponised. The change is purely a formatting adjustment without any political or cultural implications.",Not Weaponised,2022,Registered
Epiphanius I of Ukraine,Alexalo,2022-05-15T16:36:26Z,add 'Position on liberalization and LGBT issues',"Added a section titled ""Position on liberalization and LGBT issues"" which includes statements from Epiphanius regarding his support for liberal reforms in the church and his cautious approach to LGBT issues.

Not Weaponised. The content focuses on church reform and societal perceptions without invoking divisive narratives or weaponizing cultural heritage.",Not Weaponised,2022,Registered
Epiphanius I of Ukraine,Veverve,2019-01-13T00:27:03Z,corrections,"Changed ""Governor of the [[Vydubychi Monastery]]"" to ""Governor of the [[St. Michael's Golden-Domed Monastery]]"".

Not Weaponised. The change is a correction of a title without any political or cultural implications.",Not Weaponised,2019,Registered
Epiphanius I of Ukraine,Lantuszka,2018-12-15T21:52:05Z,references,"Added references section.

Not Weaponised. The change is a technical addition of a references section, which does not contain any language or content that could be interpreted as weaponising cultural heritage.",Not Weaponised,2018,Registered
History of Ukraine,Dbachmann,2006-04-11T19:07:57Z,/* Early prehistory */,"**Change Description:** Rephrased section titles and modified content related to early prehistory in Ukraine, including the addition of details about the Goths and Slavic tribes.

**Analysis:** The revision does not introduce any terms or narratives that could be considered weaponised. It focuses on historical content without aligning with any specific political or cultural agenda. 

**Conclusion:** Not Weaponised",Weaponised,2006,Registered
History of Ukraine,BGMLA,2010-07-16T00:39:15Z,/* Independence */,"The change made in this revision is the addition of a section titled ""The Orange Revolution"" at the beginning of a paragraph discussing the 2004 presidential election in Ukraine. This section provides context about the political climate and events surrounding the election, including the opposition's protests and the eventual outcome.

Weaponised: Not Weaponised. The addition provides historical context without employing language that could be seen as weaponising cultural heritage or promoting a specific narrative.",Weaponised,2010,Registered
History of Ukraine,Dans,2011-01-07T19:02:24Z,/* Polish-Lithuanian Commonwealth */,"Change: Added a reference to ""Nogai Horde"", ""Muscovite Tsardom"", and ""Moldavia"" in the ""see also"" section.

Weaponised: Not Weaponised. The addition of these historical references does not inherently carry a narrative that weaponizes cultural heritage; it appears to be a neutral enhancement of the article's content.",Weaponised,2011,Registered
History of Ukraine,142.150.49.115,2012-08-10T15:38:59Z,/* Bibliography */,"Added a bibliography entry for Stephen Velychenko's work on Ukraine and Russia.

Not Weaponised. The added reference discusses historical perspectives without employing weaponised language or narratives.",Not Weaponised,2012,Anonymous (IP)
History of Ukraine,Edward,2013-02-17T07:00:14Z,link [[Domestication of the horse]],"Changed ""The horse was first domesticated"" to ""[[Domestication of the horse|The horse was first domesticated]]"".

Not Weaponised. The change is a simple addition of a link to a related topic and does not introduce any weaponised language or narratives.",Not Weaponised,2013,Registered
History of Ukraine,MaGioZal,2007-11-03T12:25:52Z,"/* First World War, the revolutions and aftermath */  added map of Ukraine in 1919.","Added a map of Ukraine in 1919.

Not Weaponised. The addition of a historical map provides context to the discussion of Ukraine's past without promoting a specific narrative or agenda.",Not Weaponised,2007,Registered
History of Ukraine,24.185.36.227,2009-06-24T21:59:44Z,/* Cossack era */,"The change made was the replacement of the term ""Ukraine"" with ""Malorus"" in multiple instances throughout the text.

Weaponised: The use of ""Malorus"" instead of ""Ukraine"" can be seen as an attempt to delegitimize the modern Ukrainian identity and historical narrative, aligning with a perspective that seeks to undermine Ukraine's sovereignty and cultural heritage.",Weaponised,2009,Anonymous (IP)
History of Ukraine,Martindo,2009-07-13T01:29:40Z,/* Prehistory */,"Changed the text by adding a sentence: ""Around 800 CE, the kingdom converted to [[Judaism]].""

Not Weaponised. The addition provides historical context without promoting a specific narrative or perspective that could be seen as weaponizing cultural heritage.",Not Weaponised,2009,Registered
History of Ukraine,77.28.216.148,2009-07-14T17:01:34Z,,"Added a link to the Macedonian language version of the article (""[[mk:Историја на Украина]]"").

Not Weaponised. The change is a simple addition of a language link and does not contain any loaded or politically charged language.",Not Weaponised,2009,Anonymous (IP)
History of Ukraine,Favonian,2009-06-24T22:04:33Z,Reverted 4 edits by [[Special:Contributions/24.185.36.227|24.185.36.227]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Lvivske|Lvivske]]. ([[WP:TW|TW]]),"The change made in this revision involved the following: ""Replaced 'Malorus' with 'Ukrainian' in multiple instances and adjusted related phrases for consistency.""

Weaponised. The use of ""Ukrainian"" instead of ""Malorus"" aligns with a narrative that emphasizes Ukrainian identity and sovereignty, which can be seen as a response to historical claims of Russian dominance over the region. This shift in terminology reflects a broader cultural and political context that can be weaponized in discussions about national identity and heritage.",Weaponised,2009,Registered
